计数,名称,面积,全局宽度,长度,差值 X,差值 Y,差值 Z,端点 X,端点 Y,端点 Z,角度,起点 X,起点 Y,起点 Z
1,直线,,,200.0000,0.0000,-200.0000,0.0000,14200.0000,0.0000,0.0000,270,14200.0000,200.0000,0.0000
1,直线,,,200.0000,0.0000,-200.0000,0.0000,11800.0000,0.0000,0.0000,270,11800.0000,200.0000,0.0000
1,直线,,,200.0000,0.0000,-200.0000,0.0000,13000.0000,0.0000,0.0000,270,13000.0000,200.0000,0.0000
1,直线,,,200.0000,200.0000,0.0000,0.0000,200.0000,6750.0000,0.0000,0,0.0000,6750.0000,0.0000
1,直线,,,200.0000,0.0000,200.0000,0.0000,2301.0542,7000.0000,0.0000,90,2301.0542,6800.0000,0.0000
1,直线,,,200.0000,0.0000,200.0000,0.0000,2301.0542,5200.0000,0.0000,90,2301.0542,5000.0000,0.0000
1,直线,,,2800.0000,0.0000,2800.0000,0.0000,2001.0542,9800.0000,0.0000,90,2001.0542,7000.0000,0.0000
1,直线,,,400.0000,400.0000,0.0000,0.0000,2301.0542,5200.0000,0.0000,0,1901.0542,5200.0000,0.0000
1,直线,,,100.0000,100.0000,0.0000,0.0000,2001.0542,5000.0000,0.0000,0,1901.0542,5000.0000,0.0000
1,直线,,,200.0000,0.0000,200.0000,0.0000,3301.0542,7000.0000,0.0000,90,3301.0542,6800.0000,0.0000
1,直线,,,698.9458,698.9458,0.0000,0.0000,4000.0000,5200.0000,0.0000,0,3301.0542,5200.0000,0.0000
1,直线,,,3700.0000,3700.0000,0.0000,0.0000,7001.0542,5000.0000,0.0000,0,3301.0542,5000.0000,0.0000
1,直线,,,698.9458,698.9458,0.0000,0.0000,4000.0000,6800.0000,0.0000,0,3301.0542,6800.0000,0.0000
1,直线,,,200.0000,0.0000,200.0000,0.0000,3301.0542,5200.0000,0.0000,90,3301.0542,5000.0000,0.0000
1,直线,,,698.9458,698.9458,0.0000,0.0000,4000.0000,7000.0000,0.0000,0,3301.0542,7000.0000,0.0000
1,直线,,,200.0000,0.0000,200.0000,0.0000,1901.0542,7000.0000,0.0000,90,1901.0542,6800.0000,0.0000
1,多段线,0.0000,0.0000,250.0000,,,,,,,,,,
1,直线,,,701.0542,701.0542,0.0000,0.0000,901.0542,6800.0000,0.0000,0,200.0000,6800.0000,0.0000
1,多段线,0.0000,0.0000,50.0000,,,,,,,,,,
1,直线,,,200.0000,200.0000,0.0000,0.0000,200.0000,5250.0000,0.0000,0,0.0000,5250.0000,0.0000
1,直线,,,701.0542,701.0542,0.0000,0.0000,901.0542,5000.0000,0.0000,0,200.0000,5000.0000,0.0000
1,直线,,,701.0542,701.0542,0.0000,0.0000,901.0542,5200.0000,0.0000,0,200.0000,5200.0000,0.0000
1,直线,,,100.0000,100.0000,0.0000,0.0000,2301.0542,7000.0000,0.0000,0,2201.0542,7000.0000,0.0000
1,直线,,,200.0000,0.0000,200.0000,0.0000,901.0542,7000.0000,0.0000,90,901.0542,6800.0000,0.0000
1,直线,,,400.0000,400.0000,0.0000,0.0000,2301.0542,6800.0000,0.0000,0,1901.0542,6800.0000,0.0000
1,直线,,,200.0000,0.0000,200.0000,0.0000,901.0542,5200.0000,0.0000,90,901.0542,5000.0000,0.0000
1,直线,,,200.0000,0.0000,200.0000,0.0000,1901.0542,5200.0000,0.0000,90,1901.0542,5000.0000,0.0000
1,直线,,,200.0000,0.0000,-200.0000,0.0000,700.0000,9800.0000,0.0000,270,700.0000,10000.0000,0.0000
1,直线,,,0.0000,0.0000,0.0000,0.0000,700.0000,9050.5812,0.0000,0,700.0000,9050.5812,0.0000
1,多段线,200000.0000,0.0000,1400.0000,,,,,,,,,,
1,直线,,,13398.5453,0.0000,13398.5453,0.0000,18101.0542,11888.5391,0.0000,90,18101.0542,-1510.0062,0.0000
1,直线,,,13398.5453,0.0000,13398.5453,0.0000,23101.0542,11888.5391,0.0000,90,23101.0542,-1510.0062,0.0000
1,直线,,,200.0000,0.0000,-200.0000,0.0000,1900.0000,9800.0000,0.0000,270,1900.0000,10000.0000,0.0000
1,直线,,,200.0000,0.0000,-200.0000,0.0000,6400.0000,9800.0000,0.0000,270,6400.0000,10000.0000,0.0000
1,直线,,,200.0000,0.0000,-200.0000,0.0000,7300.0000,9800.0000,0.0000,270,7300.0000,10000.0000,0.0000
1,直线,,,200.0000,0.0000,-200.0000,0.0000,5200.0000,9800.0000,0.0000,270,5200.0000,10000.0000,0.0000
1,直线,,,200.0000,0.0000,-200.0000,0.0000,2800.0000,9800.0000,0.0000,270,2800.0000,10000.0000,0.0000
1,直线,,,3000.0000,0.0000,-3000.0000,0.0000,4000.0000,7000.0000,0.0000,270,4000.0000,10000.0000,0.0000
1,直线,,,13398.5453,0.0000,13398.5453,0.0000,13601.0542,11888.5391,0.0000,90,13601.0542,-1510.0062,0.0000
1,直线,,,1272.7922,-900.0000,900.0000,0.0000,23200.0000,0.0000,0.0000,135,24100.0000,-900.0000,0.0000
1,直线,,,1272.7922,-900.0000,-900.0000,0.0000,-900.0000,-900.0000,0.0000,225,0.0000,0.0000,0.0000
1,直线,,,1272.7922,-900.0000,-900.0000,0.0000,23200.0000,10000.0000,0.0000,225,24100.0000,10900.0000,0.0000
1,多段线,1120000.0000,0.0000,3900.0000,,,,,,,,,,
1,直线,,,1272.7922,900.0000,-900.0000,0.0000,0.0000,10000.0000,0.0000,315,-900.0000,10900.0000,0.0000
1,多段线,700000.0000,0.0000,3300.0000,,,,,,,,,,
1,直线,,,13398.5453,0.0000,13398.5453,0.0000,4601.0542,11888.5391,0.0000,90,4601.0542,-1510.0062,0.0000
1,直线,,,13398.5453,0.0000,13398.5453,0.0000,9101.0542,11888.5391,0.0000,90,9101.0542,-1510.0062,0.0000
1,直线,,,26974.7932,26974.7932,0.0000,0.0000,25434.2199,9900.0000,0.0000,0,-1540.5733,9900.0000,0.0000
1,直线,,,90.0000,1.0542,89.9938,0.0000,101.0542,-1510.0062,0.0000,89,100.0000,-1600.0000,0.0000
1,直线,,,6510.0062,0.0000,6510.0062,0.0000,101.0542,5000.0000,0.0000,90,101.0542,-1510.0062,0.0000
1,直线,,,200.0000,0.0000,-200.0000,0.0000,8500.0000,9800.0000,0.0000,270,8500.0000,10000.0000,0.0000
1,多段线,0.0000,0.0000,1200.0000,,,,,,,,,,
1,多段线,0.0000,0.0000,900.0000,,,,,,,,,,
1,多段线,0.0000,0.0000,900.0000,,,,,,,,,,
1,多段线,0.0000,0.0000,98.9458,,,,,,,,,,
1,多段线,0.0000,0.0000,1200.0000,,,,,,,,,,
1,多段线,0.0000,0.0000,900.0000,,,,,,,,,,
1,直线,,,200.0000,0.0000,-200.0000,0.0000,2800.0000,0.0000,0.0000,270,2800.0000,200.0000,0.0000
1,直线,,,200.0000,0.0000,-200.0000,0.0000,4000.0000,0.0000,0.0000,270,4000.0000,200.0000,0.0000
1,直线,,,200.0000,0.0000,-200.0000,0.0000,1900.0000,0.0000,0.0000,270,1900.0000,200.0000,0.0000
1,直线,,,200.0000,0.0000,200.0000,0.0000,700.0000,200.0000,0.0000,90,700.0000,0.0000,0.0000
1,直线,,,200.0000,0.0000,-200.0000,0.0000,700.0000,0.0000,0.0000,270,700.0000,200.0000,0.0000
1,多段线,0.0000,0.0000,900.0000,,,,,,,,,,
1,直线,,,200.0000,0.0000,-200.0000,0.0000,13000.0000,9800.0000,0.0000,270,13000.0000,10000.0000,0.0000
1,直线,,,200.0000,0.0000,-200.0000,0.0000,14200.0000,9800.0000,0.0000,270,14200.0000,10000.0000,0.0000
1,直线,,,200.0000,0.0000,-200.0000,0.0000,11800.0000,9800.0000,0.0000,270,11800.0000,10000.0000,0.0000
1,直线,,,200.0000,0.0000,-200.0000,0.0000,9700.0000,9800.0000,0.0000,270,9700.0000,10000.0000,0.0000
1,直线,,,200.0000,0.0000,-200.0000,0.0000,10900.0000,9800.0000,0.0000,270,10900.0000,10000.0000,0.0000
1,直线,,,200.0000,0.0000,-200.0000,0.0000,15400.0000,9800.0000,0.0000,270,15400.0000,10000.0000,0.0000
1,多段线,0.0000,0.0000,900.0000,,,,,,,,,,
1,多段线,0.0000,0.0000,1000.0000,,,,,,,,,,
1,多段线,0.0000,0.0000,900.0000,,,,,,,,,,
1,直线,,,200.0000,0.0000,-200.0000,0.0000,16300.0000,9800.0000,0.0000,270,16300.0000,10000.0000,0.0000
1,直线,,,200.0000,0.0000,-200.0000,0.0000,17500.0000,9800.0000,0.0000,270,17500.0000,10000.0000,0.0000
1,直线,,,4600.0000,0.0000,4600.0000,0.0000,18001.0542,9500.0000,0.0000,90,18001.0542,4900.0000,0.0000
1,直线,,,100.0000,-100.0000,0.0000,0.0000,18001.0542,4900.0000,0.0000,180,18101.0542,4900.0000,0.0000
1,直线,,,200.0000,200.0000,0.0000,0.0000,20301.0542,4900.0000,0.0000,0,20101.0542,4900.0000,0.0000
1,直线,,,1698.9458,1698.9458,0.0000,0.0000,23200.0000,4900.0000,0.0000,0,21501.0542,4900.0000,0.0000
1,多段线,0.0000,0.0000,3200.0000,,,,,,,,,,
1,多段线,0.0000,0.0000,2498.9458,,,,,,,,,,
1,直线,,,200.0000,200.0000,0.0000,0.0000,23200.0000,4550.0000,0.0000,0,23000.0000,4550.0000,0.0000
1,直线,,,200.0000,200.0000,0.0000,0.0000,23200.0000,3050.0000,0.0000,0,23000.0000,3050.0000,0.0000
1,直线,,,100.0000,100.0000,0.0000,0.0000,23000.0000,7800.0000,0.0000,0,22900.0000,7800.0000,0.0000
1,多段线,2429051.1889,0.0000,4498.9458,,,,,,,,,,
1,直线,,,100.0000,100.0000,0.0000,0.0000,23000.0000,8000.0000,0.0000,0,22900.0000,8000.0000,0.0000
1,直线,,,200.0000,0.0000,-200.0000,0.0000,21501.0542,4900.0000,0.0000,270,21501.0542,5100.0000,0.0000
1,直线,,,200.0000,200.0000,0.0000,0.0000,20301.0542,5200.0000,0.0000,0,20101.0542,5200.0000,0.0000
1,直线,,,1198.9458,1198.9458,0.0000,0.0000,22700.0000,5100.0000,0.0000,0,21501.0542,5100.0000,0.0000
1,直线,,,1800.0000,0.0000,1800.0000,0.0000,20301.0542,9800.0000,0.0000,90,20301.0542,8000.0000,0.0000
1,直线,,,100.0000,100.0000,0.0000,0.0000,7301.0542,7900.0000,0.0000,0,7201.0542,7900.0000,0.0000
1,直线,,,100.0000,100.0000,0.0000,0.0000,7301.0542,7700.0000,0.0000,0,7201.0542,7700.0000,0.0000
1,直线,,,100.0000,0.0000,100.0000,0.0000,20101.0542,5200.0000,0.0000,90,20101.0542,5100.0000,0.0000
1,直线,,,3800.0000,0.0000,3800.0000,0.0000,20101.0542,9800.0000,0.0000,90,20101.0542,6000.0000,0.0000
1,直线,,,200.0000,0.0000,-200.0000,0.0000,20301.0542,4900.0000,0.0000,270,20301.0542,5100.0000,0.0000
1,直线,,,1800.0000,0.0000,1800.0000,0.0000,20301.0542,7800.0000,0.0000,90,20301.0542,6000.0000,0.0000
1,直线,,,100.0000,0.0000,100.0000,0.0000,20301.0542,5200.0000,0.0000,90,20301.0542,5100.0000,0.0000
1,直线,,,200.0000,200.0000,0.0000,0.0000,20301.0542,6000.0000,0.0000,0,20101.0542,6000.0000,0.0000
1,多段线,15532500.0000,0.0000,11150.0000,,,,,,,,,,
1,直线,,,400.0000,400.0000,0.0000,0.0000,24500.0000,5400.0000,0.0000,0,24100.0000,5400.0000,0.0000
1,直线,,,400.0000,-400.0000,0.0000,0.0000,24100.0000,2115.0996,0.0000,180,24500.0000,2115.0996,0.0000
1,直线,,,3284.9004,0.0000,-3284.9004,0.0000,24500.0000,2115.0996,0.0000,270,24500.0000,5400.0000,0.0000
1,直线,,,900.0000,900.0000,0.0000,0.0000,24100.0000,2315.0996,0.0000,0,23200.0000,2315.0996,0.0000
1,直线,,,900.0000,900.0000,0.0000,0.0000,24100.0000,2115.0996,0.0000,0,23200.0000,2115.0996,0.0000
1,直线,,,200.0000,200.0000,0.0000,0.0000,24300.0000,2315.0996,0.0000,0,24100.0000,2315.0996,0.0000
1,直线,,,900.0000,-900.0000,0.0000,0.0000,-900.0000,7019.0130,0.0000,180,0.0000,7019.0130,0.0000
1,直线,,,900.0000,-900.0000,0.0000,0.0000,-900.0000,7219.0130,0.0000,180,0.0000,7219.0130,0.0000
1,直线,,,2484.9004,0.0000,-2484.9004,0.0000,24100.0000,2515.0996,0.0000,270,24100.0000,5000.0000,0.0000
1,直线,,,200.0000,200.0000,0.0000,0.0000,24300.0000,5200.0000,0.0000,0,24100.0000,5200.0000,0.0000
1,直线,,,2884.9004,0.0000,-2884.9004,0.0000,24300.0000,2315.0996,0.0000,270,24300.0000,5200.0000,0.0000
1,直线,,,900.0000,900.0000,0.0000,0.0000,24100.0000,2515.0996,0.0000,0,23200.0000,2515.0996,0.0000
1,直线,,,2200.0000,2200.0000,0.0000,0.0000,9201.0542,7800.0000,0.0000,0,7001.0542,7800.0000,0.0000
1,直线,,,5333.1657,5333.1657,0.0000,0.0000,25434.2199,7900.0000,0.0000,0,20101.0542,7900.0000,0.0000
1,多段线,0.0000,0.0000,601.0542,,,,,,,,,,
1,多段线,0.0000,0.0000,3250.0000,,,,,,,,,,
1,直线,,,3500.0000,0.0000,-3500.0000,0.0000,4200.0000,6300.0000,0.0000,270,4200.0000,9800.0000,0.0000
1,直线,,,4700.0000,4700.0000,0.0000,0.0000,9201.0542,3900.0000,0.0000,0,4501.0542,3900.0000,0.0000
1,直线,,,500.0000,500.0000,0.0000,0.0000,18501.0542,5300.0000,0.0000,0,18001.0542,5300.0000,0.0000
1,直线,,,400.0000,0.0000,400.0000,0.0000,18501.0542,5300.0000,0.0000,90,18501.0542,4900.0000,0.0000
1,直线,,,6788.5391,0.0000,6788.5391,0.0000,4101.0542,11888.5391,0.0000,90,4101.0542,5100.0000,0.0000
1,直线,,,7988.5391,0.0000,7988.5391,0.0000,7101.0542,11888.5391,0.0000,90,7101.0542,3900.0000,0.0000
1,直线,,,9788.5391,0.0000,9788.5391,0.0000,2101.0542,11888.5391,0.0000,90,2101.0542,2100.0000,0.0000
1,直线,,,100.0000,100.0000,0.0000,0.0000,2301.0542,5000.0000,0.0000,0,2201.0542,5000.0000,0.0000
1,多段线,0.0000,0.0000,50.0000,,,,,,,,,,
1,直线,,,2800.0000,0.0000,2800.0000,0.0000,2201.0542,9800.0000,0.0000,90,2201.0542,7000.0000,0.0000
1,直线,,,2800.0000,0.0000,2800.0000,0.0000,2201.0542,5000.0000,0.0000,90,2201.0542,2200.0000,0.0000
1,直线,,,200.0000,0.0000,-200.0000,0.0000,2201.0542,2000.0000,0.0000,270,2201.0542,2200.0000,0.0000
1,多段线,0.0000,0.0000,50.0000,,,,,,,,,,
1,直线,,,100.0000,100.0000,0.0000,0.0000,2001.0542,7000.0000,0.0000,0,1901.0542,7000.0000,0.0000
1,直线,,,701.0542,701.0542,0.0000,0.0000,901.0542,7000.0000,0.0000,0,200.0000,7000.0000,0.0000
1,直线,,,6888.5391,0.0000,6888.5391,0.0000,101.0542,11888.5391,0.0000,90,101.0542,5000.0000,0.0000
1,多段线,1750000.0000,0.0000,5700.0000,,,,,,,,,,
1,多段线,0.0000,0.0000,2800.0000,,,,,,,,,,
1,直线,,,2800.0000,0.0000,2800.0000,0.0000,2001.0542,5000.0000,0.0000,90,2001.0542,2200.0000,0.0000
1,直线,,,100.0000,0.0000,-100.0000,0.0000,4200.0000,5200.0000,0.0000,270,4200.0000,5300.0000,0.0000
1,直线,,,2801.0542,2801.0542,0.0000,0.0000,7001.0542,5200.0000,0.0000,0,4200.0000,5200.0000,0.0000
1,直线,,,200.0000,200.0000,0.0000,0.0000,4200.0000,5300.0000,0.0000,0,4000.0000,5300.0000,0.0000
1,直线,,,200.0000,200.0000,0.0000,0.0000,4200.0000,6300.0000,0.0000,0,4000.0000,6300.0000,0.0000
1,直线,,,500.0000,0.0000,-500.0000,0.0000,4000.0000,6300.0000,0.0000,270,4000.0000,6800.0000,0.0000
1,直线,,,3500.0000,0.0000,3500.0000,0.0000,7001.0542,9800.0000,0.0000,90,7001.0542,6300.0000,0.0000
1,直线,,,2001.0542,2001.0542,0.0000,0.0000,2201.0542,2000.0000,0.0000,0,200.0000,2000.0000,0.0000
1,多段线,450000.0000,0.0000,2300.0000,,,,,,,,,,
1,直线,,,1801.0542,1801.0542,0.0000,0.0000,2001.0542,2200.0000,0.0000,0,200.0000,2200.0000,0.0000
1,直线,,,1400.0000,0.0000,1400.0000,0.0000,7201.0542,7700.0000,0.0000,90,7201.0542,6300.0000,0.0000
1,直线,,,100.0000,0.0000,100.0000,0.0000,7001.0542,5300.0000,0.0000,90,7001.0542,5200.0000,0.0000
1,直线,,,200.0000,200.0000,0.0000,0.0000,9201.0542,8700.0000,0.0000,0,9001.0542,8700.0000,0.0000
1,直线,,,4600.0000,0.0000,4600.0000,0.0000,18201.0542,9500.0000,0.0000,90,18201.0542,4900.0000,0.0000
1,直线,,,1600.0000,1600.0000,0.0000,0.0000,20101.0542,5100.0000,0.0000,0,18501.0542,5100.0000,0.0000
1,直线,,,200.0000,200.0000,0.0000,0.0000,7201.0542,5000.0000,0.0000,0,7001.0542,5000.0000,0.0000
1,直线,,,4700.0000,0.0000,4700.0000,0.0000,9201.0542,8700.0000,0.0000,90,9201.0542,4000.0000,0.0000
1,直线,,,200.0000,0.0000,-200.0000,0.0000,9201.0542,3800.0000,0.0000,270,9201.0542,4000.0000,0.0000
1,直线,,,2000.0000,2000.0000,0.0000,0.0000,20101.0542,4900.0000,0.0000,0,18101.0542,4900.0000,0.0000
1,直线,,,900.0000,900.0000,0.0000,0.0000,9001.0542,7700.0000,0.0000,0,8101.0542,7700.0000,0.0000
1,直线,,,800.0000,0.0000,800.0000,0.0000,9001.0542,8700.0000,0.0000,90,9001.0542,7900.0000,0.0000
1,直线,,,900.0000,900.0000,0.0000,0.0000,9001.0542,7900.0000,0.0000,0,8101.0542,7900.0000,0.0000
1,直线,,,1798.9458,1798.9458,0.0000,0.0000,22100.0000,8000.0000,0.0000,0,20301.0542,8000.0000,0.0000
1,直线,,,1798.9458,1798.9458,0.0000,0.0000,22100.0000,7800.0000,0.0000,0,20301.0542,7800.0000,0.0000
1,直线,,,3700.0000,0.0000,3700.0000,0.0000,9001.0542,7700.0000,0.0000,90,9001.0542,4000.0000,0.0000
1,直线,,,4500.0000,4500.0000,0.0000,0.0000,9001.0542,4000.0000,0.0000,0,4501.0542,4000.0000,0.0000
1,直线,,,4300.0000,4300.0000,0.0000,0.0000,9001.0542,3800.0000,0.0000,0,4701.0542,3800.0000,0.0000
1,直线,,,200.0000,0.0000,200.0000,0.0000,8101.0542,7900.0000,0.0000,90,8101.0542,7700.0000,0.0000
1,直线,,,200.0000,0.0000,200.0000,0.0000,7301.0542,7900.0000,0.0000,90,7301.0542,7700.0000,0.0000
1,直线,,,1900.0000,0.0000,1900.0000,0.0000,7201.0542,9800.0000,0.0000,90,7201.0542,7900.0000,0.0000
1,直线,,,3800.0000,0.0000,3800.0000,0.0000,4701.0542,3800.0000,0.0000,90,4701.0542,0.0000,0.0000
1,直线,,,200.0000,200.0000,0.0000,0.0000,9201.0542,1500.0000,0.0000,0,9001.0542,1500.0000,0.0000
1,直线,,,300.0000,0.0000,300.0000,0.0000,7201.0542,5300.0000,0.0000,90,7201.0542,5000.0000,0.0000
1,直线,,,2300.0000,0.0000,2300.0000,0.0000,9001.0542,3800.0000,0.0000,90,9001.0542,1500.0000,0.0000
1,直线,,,4000.0000,0.0000,4000.0000,0.0000,4501.0542,4000.0000,0.0000,90,4501.0542,0.0000,0.0000
1,直线,,,2300.0000,0.0000,2300.0000,0.0000,9201.0542,3800.0000,0.0000,90,9201.0542,1500.0000,0.0000
2,多段线,0.0000,0.0000,2601.0542,,,,,,,,,,
2,多段线,0.0000,0.0000,400.0000,,,,,,,,,,
2,直线,,,1225.0000,0.0000,1225.0000,0.0000,18301.0542,2750.0000,0.0000,90,18301.0542,1525.0000,0.0000
2,多段线,0.0000,0.0000,200.0000,,,,,,,,,,
2,直线,,,26974.7932,26974.7932,0.0000,0.0000,25434.2199,100.0000,0.0000,0,-1540.5733,100.0000,0.0000
2,多段线,0.0000,0.0000,900.0000,,,,,,,,,,
2,直线,,,100.0000,0.0000,-100.0000,0.0000,4000.0000,5200.0000,0.0000,270,4000.0000,5300.0000,0.0000
11,多段线,0.0000,0.0000,1200.0000,,,,,,,,,,
11,多段线,200000.0000,0.0000,1800.0000,,,,,,,,,,
13,多段线,0.0000,0.0000,900.0000,,,,,,,,,,
